content,polarity
'Lorie membre du jury ? Ils auraient pu choisir mieux ! #TF1',0
'Elle est belle Miss Languedoc ! #MissFrance',1
'Les portraits ! Languedoc : AMOUR. ♥ #MissFrance',1
'Miss Languedoc je dis non #TF1',0
'Languedoc : pas mal_ vraiment. #MissFrance',1
'Miss Languedoc est joulie #MissFrance',1
'Oh trop trop belle Miss Languedoc!! :) #MissFrance',1
'Miss Languedoc est vraiment belle et simple_ j'adhère ! (y) #TF1',1
'#MissFrance Miss Languedoc : pas mal_ sympathique',1
'mon dieu_ miss languedoc me fait honte ! #missfrance',0
'Oh elle est trop mignonne Miss Languedoc. #TF1',1
'Mignonne Languedoc #missfrance',Nan
'Elle est mignonne Miss Languedoc. #MissFrance',1
'Miss Languedoc_ elle est canoon! #missFrance .',0
'miss languedoc elle est super belle :O #tf1 #missfrance',1
'Elle est belle Miss Languedoc #missfrance',1
'Miss Languedoc_ ça va elle est belle_ ça passe #MissFrance #TF1',1
'Miss Languedoc elle est belle quand même #MissFrance',1
'#MissFrance Miss Languedoc !!!',Nan
'"@kindi_sheikki: c koi ce jury de #missfrance Lorie?? wtf??"Grave!',0
'Miss Languedoc magnifique! #missfrance',1
'La miss languedoc est belleee! #Missfrance',1
'Elle est jolie Miss Languedoc. #missfrance',1
'Languedoc elle est belle. #missfrance',1
'Hann sa va elle est belle Miss Languedoc#MissFrance',1
'C'est Miss Languedoc qui ouvre le bal... #tf1 #MissFrance',Nan
'Miss Languedoc #Belle #TF1 j'adore !',1
'Normandie est très belle #MissFrance',1
'"Si je suis Miss France_ il n'est pas impossible que je pleure" NOOOON ? #Languedoc #MissFrance',Nan
'bon miss Languedoc ca va_ elle est pas si moche_ mais elle a pas j'étoffe d'une miss. #missFrance',0
'Qui sera Miss France 2012 ? #missfrance',Nan
'Miss Languedoc : OK _ Miss Pas de Calais : fail ! #MissFrance',0
'#fail le nord pas de calais au sud de la France... #MissFrance',Nan
'Languedoc ça va je tolère enfaite _) Nord Pas de Calais ??? Zéro #MissFrance',1
'#MissFrance. Miss nord pas de calais : nan nan nan ! Elle fait plus vieille.',0
'Miss Languedoc est un peu MAGNIFIQUE. #MissFrance',1
'Voyons voir la miss bretagne #MissFrance',Nan
'Elles font trop tâches les Miss #MissFrance !',0
'Miss Languedoc très belle #Missfrance2012 #MissFrance',1
'Alan Delon presidente vitalicio del #missFrance y Sylvie T es la Nueva Osmel mosca con ella este año metió 6to lugar en el MissUniverso',Nan
'Miss Nord-Pas-de-Calais fait vieille ! #MissFrance #TF1',0
'Miss Languedoc a l'air toute mimi #missfrance',1
'C'est partit pour Miss France 2012 ! #missfrance cool le jury ! Y'a @Sofia_Essaidi !',1
'Miss Pas-de-Calais ce sera non pour toi *ouverture de la trappe* #MissFrance',Nan
'#MissFrance @MariePayet #LaRéunion',Nan
'#MissFrance Miss Languedoc rocks !!!!',1
'Miss Pas-de-Calais est pas belle #MissFrance',0
'Miss Languedoc est belle :) par contre Miss Nord-Pas-de-Calais_ horrible :o #MissFrance',0
'Miss Guadeloupe : Moche #MissFrance',0
'Devant Miss France_ Man ja ka mô ri ! C'est quoi ce casting de merdia? #TF1',0
'Miss Languedoc est vraiment belle. #missfrance',1
'Non_ pas Miss Nord-Pas-de-Calais ni Miss Guadeloupe #MissFrance',Nan
'Miss France ca a commencé depuis 10 minutes ça me gonfle déjà #missfrance',0
'Très belle miss Languedoc :) #MissFrance !! Vive le sud :)',1
'Miss Guadeloupe aussi est pas belle. #TF1',0
'Miss Gwada ça ne va pas du tout!!!!!! #MissFrance',0
'Miss nord pas de calais_ gros coeur mais QUEL NEZ. C'N'EST PLUS UN NEZ C'EST UNE PENINSULE MA CHERE AMIE. #missfrance',0
'J'aime pas la Miss Nord-Pas-de-Calais ni Guadeloupe.. #MissFrance',0
'Miss guadeloupe: NOOON NEXT ! #MissFrance',Nan
'Miss Nord-Pas-De-Calais_ il va falloir apprendre à parler... T'as perdu x'). Miss Guadeloupe a l'air sympa :') #MissFrance',0
'Miss Guadeloupe elle a un petit truc comme même je trouve un petit charme bien à elle #missfrance',1
'Miss Guadeloupe _ ba je la trouve pas jolie #TF1',0
'Et la mieux en robe verte bah...robe verte et TÊTE D'ALIEN DE MARS ATTACKS. #missfrance',Nan
'Pas-de-Calais a l'air d'une cruche et elle brosse son cheval comme Barbie... #MissFrance #TF1',0
'Miss Guadeloupeeeeeeeee CAA VAAAAAAA #MissFrance',1
'Miss Guadeloupe & Nord Pas de Calais bof #Missfrance2012 #MissFrance',0
'Miss Languedoc est la plus jolie des trois. #MissFrance',1
'Miss Guadeloupe est trop belle. :) #MissFrance',1
'Miss Guadeloupe est trop superficielle ! #TF1',0
'Miss France ou Miss Plate ?! #tf1',0
'♪Ta meilleure amie ! Je serais là_ toujours pour toi ♪ xD J'ai repensé à ça en voyant Lorie_ j'adorais trop quand j'étais petite #missfrance',1
'#MissFrance : ah_ Languedoc fut la 1ère à se présenter...',Nan
'Pardon_ mais Miss Guadeloupe n'a pas une belle peau_ de près. #missfrance',0
'Elle est pas moche mais avait mieux pou représenter le nord pas de calais #MissFrance',Nan
'ca va elle est belle miss languedoc #TF1',1
'Miss Guadeloupe elle gère. #MissFrance',0
'Ok je vote pour Miss Languedoc ! #missfrance',Nan
'Celle du Languedoc est plutôt jolie. mais j'aime pas vraiment celle du Nord-Pas-De-Calais.. #missfrance',0
'"au moins_ Miss Guadeloupe fait un truc utile" #missfrance',1
'#MissFrance Miss Guadeloupe ça passe',1
'Miss Guadeloupe est mignone_ mais y'a mieux #MissFrance',0
'#MissFrance +1 pour Miss Languedoc',Nan
'Miss Guadeloupe_ une pensée pour Audrey ! #MissFrance',Nan
'#MissFrance Tsaaaaa Miss Languedoc',Nan
'Delon légèrement sénile.. Incapable de se souvenir des noms des membres du jury.. "Sophie Essaidi ?!" "Le p'tit Brogniart !" #MissFrance',0
'Vue la jurisprudence_ un mec qui inscrit sa copine à Miss France veut rompre #cqfd #MissFrance',Nan
'Miss Guadeloupe = beyonçou #missfrance',Nan
'Miss Poitou Charente est jolie ! #TF1',1
'Malika ? Ca va_ ils recyclent pas chez Miss France. #missfrance #tf1',Nan
'Miss Poitou-Charentes_ je dis non #TF1',Nan
'Pourquoi Lorie est toute nue sur le plateau de TF1 ? ça te casse un mythe ! J’espère que ses fans de 12 sont au lit... #MissFrance',Nan
'Miss Poitou Charente a une tête étrange ! On dirait un pot de nutella #MissFrance',0
'Alors elle Miss Poitou-Charentes non ! #missfrance',Nan
'Miss Poitou-Charente est.. moche. #missfrance',0
'Miss Languedoc est belle #MissFrance',1
'Pour le moment mon coup de coeur c'est Miss Languedoc elle est sublime ! #MissFrance',1
'Miss Poitou-Charentes. #MF #TF1',Nan
'Miss Gwada tu ne passeras pas dsl #MissFrance',Nan
'J'aime bien ta voix Miss Poitou Charentes_ et tu me fais penser à Joyce Jonathan. #MissFrance',1
'C'est parti pour Miss France! #MissFrance',Nan
'Sylvie Tellier poitrine refaite? #MissFrance @LAUREPIERRE',0
'Quelqu'un peut me dire quel est le hashtag "officiel" pour l'élection des Miss France? #missfrance',Nan
'Je regarderai #MissFrance quand Christian Jean-Pierre aura remplacé Foucault ! #TF1',Nan
'Miss Poitou Charente elle est belle #MissFrance',1
'Beau sourire la Poitou-Charentes ! #missfrance',1
'Beaucoup sont plus belles sans le sourire en fait. #MissFrance',Nan
'Miss Poitou Charentes: Hm ... Non j'aime pas. #MissFrance',0
'#MissFrance !! Miss Languedoc est super !!',1
'@flowSswaG @lovaina @LeTelegramme MDR!et la poitoucharentaise_ elle se distingue #MissFrance...',1
'Mdrrr poitou charente on dirait un nounours #MissFrance',0
'Miss Poitou Charentes_ boudeuse. #MissFrance #TF1',0
'Miss Poitou-Charentes. "Un caractère bien trempé... et boudeuse. #MissFrance_ un défi à relever"',0
'#MissGuadeloup naaannn!!! Pr l'instant y a que #MissLanguedoc #MissFrance #TF1',Nan
'Miss Lorraine : Moche #MissFrance',0
'Malika est Miss Poitou Charentes pourtant je croyais que Charles Martel... #tf1 #MissFrance',Nan
'Miss Poitou Charente ... Bof #TF1',0
'Miss Poitou Charente est très banal #MissFrance',0
'"j'ai un caractère bien trempé" Miss Poitou Charentes... classique #missfrance',0
'Lorraine : banale. #MissFrance',0
'Elle est magnifique Miss Guadeloupe ! :) #TF1',1
'Miss lorraine t'es moche hein #MissFrance',0
'Miss Poitou-Charentes... y'a de plus jolies filles dans la région. #missfrance',Nan
'Je regarde pas MissFrance_ mais je suppose que_ comme tous les ans_ la Miss Corse sera moche. --'',0
'Miss Lorraine_ belle. #Missfrance',1
'Coucou Miss Lorraine &lt_3 #MissFrance',1
'Miss Lorraine je ne cautionne pas du tout j'aime pas du tout franchement #missfrance',0
'Miss Lorraine est laide putain de merde ! OO #TF1',0
'Lorraine a des dents bizarre. #MissFrance',0
'Goooo! Miss Guadeloupe #MissFrance #TF1',1
'Lorraine : bof #missfrance',0
'Miss Poitou Charentes a un caractère bien trempé #beurre #tartines #poitoucharente #MissFrance',Nan
'#MissFrance Miss Lorraine : Nan plus...',Nan
'Elle est moche la Miss Lorraine. On va pas gagner c'est sur. #MissFrance',0
'Miss Lorraine à une tête de morue !!! #Missfrance',0
'Miss Lorraine on dirait qu'elle a 40 ans ! #MissFrance',0
'Maud_ Miss Lorraine_ 3 bites_ 9/20 #MissFrance',Nan
'Miss Lorraine_ elle a pas fait un "Tellement Vrai"_ un "A Chacun Son Histoire" ou autre ? #MissFrance',Nan
'Cette année Miss Tahiti s'appellera t-elle encore Maeva ? #MissFrance',Nan
'Nooooooooooooon. Miss Lorraine. #missfrance',Nan
'Miss Lorraine a des dents pourries ! #missfrance',0
'Miss Lorraine ! C'est une blague ? x) #TF1',0
'Miss Lorraine : j'aime pas trop tes dents. #missfrance',0
'Miss Lorraine bof bof. #MissFrance',0
'Miss Poitou-Charente. T'es moche ! #MissFrance',0
'Miss Lorraine a 21 ans mais en parait 35. Rendons la l'Alsace et la Lorraine aux Boches ! #MissFrance',Nan
'Miss Languedoc charmante ! #missfrance',1
'Non Non _ Miss Lorraine non plus ! #missfrance',0
'Ohhh les dents de miss Lorraine! Omg #missfrance',Nan
'Miss Languedoc est la plus belle pour l'instant ! #TF1',1
'par contre la présentation qui fait un peu récitation c'est bof #missfrance',0
'Miss lorraine est moche_ honte a ma ville ! #MissFrance',0
'Aaaah ! C'est ma région Miss Lorraine ! :D #TF1 J'connais Sarreguemine',Nan
'Apparemment y'a pas de dentistes en Lorraine ! #missfrance',Nan
'#MissFrance Miss Lorraine : Miss Marc Dorcel!',Nan
'Miss Lorraine fait trop quiche... #MissFrance #tf1',0
'Ils sont sérieux pour la miss Lorraine_ elle est d'une banalité. #MissFrance',0
'"miss Lorraine_ elle aime les quiches" mais qui a dit ça?? #missfrance',Nan
'Miss Lorraine a des cheveux synthétiques. #MissFrance',0
'J'aime pas les dents de la Miss Lorraine #MissFrance',0
'J'aime pas Lorraine... #MissFrance #TF1',0
'Miss Champagne-Ardenne : Moche #MissFrance',0
'Si t'es alors élue tu vas verser combien de litres de larmes? #MissLorraine #MissFrance',Nan
'Nous aussi on est très surpris #MissLorraine que tu aies été élu miss #MissFrance',Nan
'La 1ère c'était Miss Languedoc!! Franchement toute mimi!!! Et je dis ça en toute objectivité!! XD #MissFrance',1
'Mouais...pas très convaincue de la Lorraine...#MissFrance',0
'Miss Lorraine est assez belle. #MissFrance #TF1',1
'L'autre qui débarque avec une robe saucisson vert dégueulasse ...#MissFrance',0
'#MissFrance MissLorraine a de beaux yeux ... Mais le reste?',1
'#missfrance miss Lorraine ca va!',1
'Alain Delon = DSK (Voire_ Alain Delon &gt_&gt_&gt_&gt_&gt_ DSK) #VousSavezPasVous #MissFrance',Nan
'#MissFrance : Lorraine : FRANGE SPOTTED!!! ^w^',Nan
'Miss France sur #TF1 chez moi à Brest !',Nan
'"@DelineB: Je ne supporte pas comment les Miss parlent! Elles parlent trop lentement et tout enfin bref_ j'aime pas. #MissFrance" Pireee !',0
'La Lorrinoise est pas très jojo mdrrr #MissFrance',0
'Miss Champagne-Ardenne c'est quoi ce truc elle est pas terrible #missfrance',0
'Miss Lorraine tu es sympa_ la bonne copine #MissFrance',0
'#MissFrance si elle à pleurer autant car elle est miss Lorraine j'imagine pas si elle est miss france !!',Nan
'Ah si Miss Lorraine est jolie #MissFrance',1
'Miss Champagne Ardenne est magnifique :) #MissFrance',1
'Miss Champagne-Ardenne. #MF #TF1',Nan
'Miss Champagne-Ardenne est vraiment belle. #TF1',1
'Languedoc : oui. / Pas de calais : non / Guadeloupe : non /poitou-charente : peut etre / Lorraine : non / Champagne : Mouais bof #missfrance',Nan
'Miss Champagne-Ardenne. Elle dessine. #MissFrance',Nan
'Miss Champagne Ardene: Ça va mais j'aime trop pas son nez #MissFrance',0
'Ce que je préfère tous les ans_ c'est les musiques qu'on entend dans les portraits ! #MissFrance',1
'Pour l'instant que #MissLanguedoc apres les autre banale ! #MissFrance . Go les miss du sud',1
'Miss Champagne-Ardenne_ pas mal #TF1',1
'#MissFrance Miss Champagne : ca passe aussi.',1
'Elle est jolie Miss Champagne Ardenne. #missfrance',1
'Miss Lorraine en chaussettes et Quechua_ ou comment avoir plutôt honte de sa région. #MissFrance',0
'Miss Champagne-Ardennes aime se promener près des fleuves et faire des croquis au milieu des feuilles qui tombent #MissFrance',Nan
'Champagne Ardennes : ballon de rugby. #MissFrance',0
'Miss Champagne_ championne du naturel "mes atouts seraient mon sourire et mon côté dynamique" #missfrance',Nan
'miss languedoc trés jolie #missfrance',1
'Miss Champagne-Ard : on a connu pire! #MissFrance',1
'Y'a un truc bien dans les reportages des MissFrance. On voit tout le temps @LauryThilleman la meilleure des Miss !! #IciCBrest !',1
'#MissFrance Miss Champagne Ardène est super belle :O ! Et étudiante en graphisme en plus :D',1
'Sourire un atout avec ses dents jaune #Missfrance',0
'Miss France ou l'émission où toutes les filles peuvent critiquer sans modération. #MissFrance',Nan
'Miss Champagne why not #MissFrance',1
'Languedoc & Poitou mignonnes_ Champagne y a un ptit qqc_ Nord est un homme_ Guadeloupe_ Lorraine sont bofs #MissFrance',0
'sourire aux dents jaunes miss champagne ardennes....#missfrance',0
'Bon_ 3/6 de belles pour les premières présentations. #missfrance',Nan
'Vous me donnez presque envie d'aller regarder #missfrance x) Enfin surtout pour voir à quoi ressemble Miss Languedoc _)',Nan
'La Miss Champagne-Ardenne je la trouve super belle_ j'aime trop ses yeux_ son sourire et elle a de beau cheveux sérieux. #MissFrance',1
'#MissFrance Miss Champagne-Ardennes &gt_ Miss Champagne http://t.co/Lsfk624c',Nan
'Miss Champagne-Ardenne dessine au bord d'un lac ... Sortez les mouchoirs ! #MissFrance',Nan
'Miss France ? Un avenir professionnel ? Elle a vu ça où elle au juste ?! #MissFrance',0
'Pour les candidates à #missFrance _ avoir Alain #Delon comme Pdt est un avantage_ il ne fera pas attention aux fautes de français #TF1',Nan
'Miss Champagne Ardenne a de beaux cheveux_ elle est mignone mais assez banal elle aussi #MissFrance',0
'Côte d'Azur est assez jolie. #MissFrance',1
'C'est dommage pour son sourire.. #missfrance',Nan
'#MissFrance Miss Côte d'Azur ça va ça va',1
'Miss Côte d'Azur un gros NON pour toi #MissFrance',Nan
'Miss Côte d'azur est potable #Missfrance',1
'Miss Côte d'Azur je la trouve mignonne elle a une chance #missfrance',1
'Miss Languedoc est chouette. #missFrance',1
'@Yokid0k Miss Languedoc ouvre bien le bal :O #MissFrance',1
'Miss Côte d'Azur_ je dis non #TF1',Nan
'Elle est belle Miss Midi-Pyrénées #MissFrance',1
'Miss France avec leurs vieux discourt et leurs faux sourrir.. MDR quoi xD #TF1',0
'Miss pays de Loire est la fille d'Emmanuel Chain #missfrance',Nan
'Elle est belle Miss Tahiti . #missfrance',1
'OMG l'accent de Miss Tahiti !! #missfrance',Nan
'Ah la miss Tahiti avec son accent ! #traditionRespectée #missFrance',Nan
'Miss Tahiti elle est belle ! #MissFrance',1
'Miss Tahiti LOOOOL #missfrance',Nan
'Pourquoi les Miss ont toujours des nez bizarre ? #MissFrance',0
'Teheiura !!! #MissTahiti #MissFrance',Nan
'Si Célia passe dans les 12_ j'annonce que je fais un arrêt cardiaque ! #MissAuvergne #MissFrance',Nan
'Miss Tahiti elle est belle mais son accent.... ROFL #TF1',1
'Miss Tahiti_ mais pourquoi cette année les Miss des îles sont pas belles :( #MissFrance',0
'Miss Tahiti bonnasse comme d'hab #MissFrance',1
'Tahiti : Jolie mais sans plus. missfrance',0
'#Lorie en tenue sexy dans le jury de #missfrance avec Denis #Brogniart_ qui n'en perd pas une miette ! En image &gt_&gt_ http://t.co/ycQsMuYK',1
'Jolie la miss Tahiti. #MissFrance',1
'Miss Tahiti aime sauter sur les ponts et faire des danses traditionnelles en se touchant le nez. #MissFrance',Nan
'Rawata_ Miss Tahiti_ 3 bites_ 12/20 + 3 points de provenance #MissFrance',Nan
'Miss Tahiti_ non (lol l'accent_ elle roule les "R") #TF1',Nan
'Moi je suis pour Miss Guyane #MissFrance',1
'Miss Centre ? La plus belle du centre_ à priori _ ouais bah juste à priori ! #MissFrance',1
'J'adore la voix de Miss Tahiti ! #MissFrance',1
'Miss Tahiti_ jé soui désolé mais tou va devoile rentler chez toi ce soir. #missfrance',Nan
'MDR ! Miss Tahiti la son accent me Kill #MDR #MissFrance',Nan
'Miss Tahiti s'appelle Yawata ?! #Really ?! #MissFrance',Nan
'Miss Tahiti_ la seule miss à avoir de beaux sourcils #missfrance',Nan
'Moss Tahiti n'est pas d'origine Roumaine? #missfrance #MissFrance2012 #TF1',Nan
'Les régions style Martinique_ Guadeloupe_ Tahiti ça fait rêver mais les Miss sont pas belles_ faut arrêter le délire ... pardon. #missfrance',0
'Miss Tahiti_ danse depuis l'age de 3 ans. #MissFrance #TF1',Nan
'Oua !Miss Tahiti je dois prendre une douche de suite ! #MissFrance',Nan
'ah voilà Miss Tahiti! Elle fait du tamouré... c'est étonnant! #MissFrance',Nan
'Et pourquoi y'a pas de jury "coloré" à #MissFrance ??',Nan
'Miss Tahiti pourrait taffer à mon Franprix_ tiens ! #missfrance #tf1',0
'Miss Tahiti +1000000 #tf1',1
'Teheura c'est pas dans Koh Lanta lui qu'il est ? Il fout quoi dans Miss France ? #missfrance #TF1',Nan
'OHMONGIEU Miss Centre. #missfrance',Nan
'#missfrance Ouf_ miss pays de la Loire n'est pas si mal ... on est sauvés... :-)',1
'Arrêtez d'utiliser des chansons de Gainsbourg dans votre émission de m**** ! #MissFrance',0
'Une Miss qui parle comme Miss Tahiti en France_ je pense que ça ne va pas le faire. #MissFrance',0
'Miss Centre. #MF #TF1',Nan
'Miss Tahiti t'es belle mais parle pas stp haha. #missfrance',1
'Miss france_ C'est un belle aventure de la vie #tf1',1
'heu...on a deja Teheiura sur Koh Lanta.. donc miss Tahiti.. voila quoi #MissFrance',Nan
'Miss Centre : -11/10 #Missfrance',Nan
'Tahiti elle est belle mais son accent sa casse tout #missfrance',0
'Horrible miss centre #MissFrance',0
'Miss Centre_ non #TF1',Nan
'#MissFrance Miss Centre lol',Nan
'Miss Centre = Taylor Swift. #MissFrance',Nan
'Pédaler_ ne pas tomber... “@LeTelegramme: Miss Limousin. Elle fait du vélo. #MissFrance”',Nan
'Miss Tahiti Avec Son Accent_ Trop Miimi ! #MissFrance',1
'Miss Centre faut voter pour elle aussi ! Elle est d'mon département ! Mdr #MissFrance',Nan
'Miss Centre trop blanche meme si twilight est à la mode ça suffit pas pour gagné #missfrance',0
'Miss Centre_ on dirait une princesse ! :O #MissFrance',Nan
'miss Tahiti = miss Teheiura #missFrance #kohlanta',Nan
'La robe de Lorie_ sans commentaires. Avec Denis qui se rince l'oeil à coté ... #TF1',Nan
'Miss Tahiti : ça va #MissFrance',1
'Entre Teheuira et MissTahiti_ les gens vont croire que les Tahitiens passent leur vie dans les cocoties. #MissFrance',Nan
'Miss Centre_ la mienne_ trop mignonne. #tf1',1
'Miss Tahiti c'est Teihura de #KohLanta ! #missfrance',Nan
'Miss Tahiti...ton accent va te mettre KO...aucune chance ma chère...Moi aussi j'ai un accent je sais de quoi je parle! Ah! #MissFrance #TF1',Nan
'#MissFrance Miss Centre est très jolie :O',1
'Miss Centre à effectivement le regard qui converge au centre #missFrance',0
'Miss Centre est magnifique !!!! #MissFrance',1
'Miss Centre le sosie de Taylor Swift. #MissFrance',Nan
'Miss Centre waouh ! #MissFrance',1
'Rhaaa j'ai raté le début de Miss France_ il y a une favorite déjà ? #MissFrance',Nan
'Miss Centre: Elle est faite pour Twilight_ vu son teint pale .. #MissFrance',Nan
'Tahiti_ elle me fait penser a Teheiura de Koh Lanta avec son accent. #missfrance',Nan
'Miss Centre on dirait Taylor Swift. #missfrance',Nan
'Elle est joli Miss Tahiti #MissFrance #TF1',1
'Aya elle est moche MIss Centre ! #MissFrance #TF1',0
'Elle fait toute chétive et enfantine Miss Centre mais elle est mignonne. En plus_ c'est chez moi^^ #MissFrance',0
'J'aime beaucoup Miss Centre #MissFrance',1
'Je regarde Miss France en mangeant du thon. À moins que ce ne soit l'inverse... #MissFrance',Nan
'Elle a forcé sur le Blush Miss Centre O.o #MissFrance',0
'J'aime bien Miss Centre elle un visage tout mignon #MissFrance',1
'Miss Tahiti_ elle parle comme Téhéiura de Koh Lanta. #TuSaisMaintenant #MissFrance',Nan
'Elle est belle Miss Centre #MissFrance',1
'miss centre_ THE poupée #missfrance',1
'Ya Teihura dans #MissFrance #MissTahiti',Nan
'Lionel Missi &gt_ Miss France 2012 #Tf1',Nan
'Miss Centre : moche #MissFrance ya pas le soleil chez toi ? t'es blanche comme un cachet _ va faire des UV x) #MissFrance',0
'Miss Centre moche 1/10 et le point est pour la participation #tf1',0
'Enfin notre enfant préférée ! Miss Centre ! C'est Miss Dior chérie_ elle a 12 ans ! On est sur Disney Channel ou quoi ? #MissFrance',1
'Miss Tahiti c la cousine de Theueira #Kohlanta #missfrance lool',Nan
'Miss Centre où Miss Blanche comme un cul x))) #TF1',0
'elle louche Miss Centre #paradoxe #missfrance',0
'#MissFrance #misslanguedoc #misscentre',Nan
'Limite t'es blanche comme un mur Miss Centre .. #MissFrance',0
'Miss Centre_ un mix de Taylor Swift et Selena Gomez. #MissFrance',Nan
'Miss Barbie : Miss Centre #MissFrance',Nan
'Miss Centre_ elle est fidèle en amitié. #MissFrance #TF1',1
'Miss Centre_ c'est #Bayrou et #Morin qui vont faire la gueule #MissFrance',Nan
'Miss Centre me fait penser à un mélange de Taylor Swift et de Sasha Pieterse. :) #missfrance',Nan
'Si je suis candidat à #MissFrance_ je veux un film de présentation sur du Ben l'oncle soul et du M Pokora histoire de justifier mon suicide',Nan
'Il y avait un questionnaire spécial Miss à remplir avant le film de présentation pour être optimale ? #missfrance',Nan
'Olalala L accent de Miss Tahiti On dirai une Roumaine .. Ahahah #MissFrance',0
'Miss Guyane : jolie _) #missfrance',1
'Miss Tahiti: Tu sais palé flançais en palant nolmalement ? #missfrance #tf1 (je suis méchante... _p)',Nan
'Miss Centre_ sosie de @taylorswift13 #MissFrance',Nan
'Miss Centre_ très jolie. "MissFrance',1
'Miss Centre peux vraiment gagnée #MissFrance',Nan
'On dirait un bébé miss centre mon dieu #MissFrance',0
'Miss Centre est adorable. #missfrance',1
'Gash_ Miss Centre on dirait une fille de mon collège_ portrait craché. #MissFrance',Nan
'Miss France : elle me fait pensé à Taylor Swift_ en moins belle #MissFrance',Nan
'Miss Tahiti belle aussi.. mais miss centre retourne au lycée ma biche #missfrance',1
'Miss Centre elle est trop mimi #MissFrance',1
'Miss Franche Comté à été élue dans ma viiiille :D #MissFrance',Nan
'Lorie va voter Miss Centre. #MissFrance #PatinageArtistique',Nan
'Miss Centre retourne chez les bisounours ! #TF1',Nan
'miss centre est moche enfin tt est relatif bien sur #missfrance',0
'Noooooooon ma région: Centre. Miss Centre n'est pas belle #kbye #MissFrance',0
'En pays de Savoie on se promène dansleschamps en robe à paillettes! #sachezle! #missFrance',Nan
'Miss Martinique et miss Tahiti ne savent faire des effort avec leur accents #MissFrance',0
'Miss Centre ressemble a Taylor Swift ! Juste pour ca je valide ! (Oui j'aime bien Taylor Swift) #missfrance',1
'Quand je lit ma TL_ j'ai l'impression que les femmes sont devenus comme les tweets. "Oh je met Miss Centre dans mes favoris!" #MissFrance',Nan
'Miss Centre Trop Mignone Boucle d'or ! :D (l) #MissFrance',1
'Miss Centre : la seule que je trouve belle pour l'instant.. #MissFrance',1
'Miss Mayotte est toute mimi #MissFrance',1
''tain_ Miss Centre_ on dirait Taylor Swift ! #MissFrance',Nan
'Miss Centre est présentée par @modem @bayrou et @Herve_Morin Elle est créditée de 8% et ne donnera pas de consigne de vote. #missfrance',Nan
'Miss Centre sosie de Taylor Swift #MissFrance',Nan
'Miss pays de savoie est plus jeune que moi O___O ah et c'est bien connu on porte tous une robe comme ca dans les champs #MissFrance',Nan
'Miss guyane jte kiffe #missfrance',1
'Rey MISSTERIO junior &gt_ Miss France 2012 #TF1',Nan
'Miss Centre : strabisme party ! #MissFrance',0
'Pays de Savoie_ on s'en fou si t'as pleuré a ton élection. #missfrance',0
'Moi je vote miss pays de Loire #missfrance',Nan
'miss centre est trop belle #missfrance',1
'J'aime bien l'accent de miss Tahiti!! On dirait mon pote africain quand il parle!! #missfrance',1
'Miss France 2012 : Miss Centre :) #MissFrance',Nan
'La meilleure Miss Provence ! #MissFrance',1
'C'est moi ou plus les années défilent et plus les Miss sont banales ? #MissFrance #TF1',0
'J'avoue j'ai ri quand Miss Tahiti a ouvert la bouche !! #MissFrance',Nan
'Non mais les présentations trop naturelles #OuPas #Missfrance',0
'Il faut bien que j'écrive un tweet sur #missfrance : de ce que j'ai vu_ miss Alsace est la plus belle.',1
'Et bien définitivement les deux plus belle miss cette année sont Miss Languedoc et Centre #TF1',1
'Miss Centre_ elle couche avec Bayrou ou avec Hervé Morin? #missfrance',Nan
'Miss Pays de Loire elle sait pas ouvrir les yeux en fait ? #MissFrance',0
'Jugement de valeur ! “@LeTelegramme: Miss Centre. Elle patine. #MissFrance”',1
'Miss Picardie a tout les coup elle va pas gagner :( #TF1',Nan
'On est quand même pathétique on devrait soutenir le #Téléthon sur #France2 mais on se tapent des défilés sur #TF1 #MissFrance lol',Nan
'Miss Tahiti la soeur de Teheiura !!!! #Kohlanta #Missfrance',Nan
'J'ai bien aimé Miss Centre_ elle est toute mimi. #MissFrance',1
'Miss Provence oh la non je veux pas d'elle en miss france #missfrance',0
'Miss Provence. #MF #TF1',Nan
'Miss Provence_ pourquoi pas #TF1',1
'Quand je regarde Miss France_ je découvre des régions (départements?) que je ne connaissais pas ! #MissFrance',Nan
'Miss Centre elle est TROP belle :O ! #MissFrance',1
'“@mistersam97: @MariePayet on est tous avec toi ! _) #laRéunion #missRéunion #missFrance”',1
'#MEGASURPRISE ! Miss Provence ressemble à une cagole #MissFrance',0
'Miss provence_ Ca va. #Missfrance',1
'Soléne Miss Provence -&gt_ Marlène Duval #MissFrance #UneRousseCommeMISSFRANCE',Nan
'Miss provence_ brkk #MissFrance',0
'I Miss the Shot &gt_ Miss France 2012 #Tf1',Nan
'Miss Provence!!!! #MissFrance',Nan
'Miss provence est belle :) #MissFrance',1
'Solène_ retourne à ta cuisine ! Miss provence de mon cul. #Missfrance',0
'Miss Provence : mange ! #missfrance',Nan
'Elle est moche miss provence #missfrance',0
'la miss provence_ elle fait un peu mémé. #MissFrance',0
'Une amélioration avec Miss Provence_ mais elle fait trop coquine #MissFrance',0
'Elle est belle Miss Provence #MissFrance',0
'Pourquoi y a jamais d'Asiates à l'élection de Miss France ? #MissFrance',Nan
'Miss Provence c'est un trans ah ouais ? C. #MissFrance',Nan
'Miss Provence : chiche tu manges Mcdo ! #missfrance',Nan
